mu_r	val
0.0	52.639174119854985
20.0	78.62183550289977
40.0	87.18563687199112
60.0	95.73063479017438
80.0	99.49367290252313
100.0	106.80878386423372
120.0	110.50429790684704
140.0	114.6389346429805
160.0	118.33996355368468
180.0	119.83658565422682
200.0	120.47878005124107
220.0	124.46016769924812
240.0	123.0470129852361
260.0	127.34102414615721
280.0	129.64043225915515
300.0	132.7806696269433
320.0	129.45121373846834
340.0	131.64915520417887
360.0	136.22963198170132
380.0	133.68878274472686
400.0	136.2579852415726
420.0	138.1248777145549
440.0	138.48348878547083
460.0	138.3662150486106
480.0	138.20505868060422
500.0	138.95561561199926
520.0	138.30269957709865
540.0	139.9134994801187
560.0	140.67104208937246
580.0	141.23335026904482
600.0	141.78894831359156
620.0	143.70399935071563
640.0	142.98579806255952
660.0	141.6583932671857
680.0	142.8570816088241
700.0	139.6919355867334
720.0	142.94495552254682
740.0	143.19004613106614
760.0	145.51524866887019
780.0	144.76254360121666
800.0	143.80157486687193
820.0	143.97883087925993
840.0	141.06952732854486
860.0	144.9855101069833
880.0	147.50832901411604
900.0	144.12593064002098
920.0	146.56407212044581
940.0	146.0635095229915
960.0	143.71773629298087
980.0	146.2816376176523
1000.0	145.24794238454191
1020.0	143.7932585473363
1040.0	145.81891282544566
1060.0	144.43768250978545
1080.0	146.146102914025
1100.0	145.36463163422005
1120.0	145.95778478479193
1140.0	143.62699764877237
1160.0	142.66642903848722
1180.0	148.13581182601644
1200.0	147.0626540608723
1220.0	147.38228050648007
1240.0	147.89392006786764
1260.0	147.2823269119853
1280.0	146.1505495241864
1300.0	147.48854101611738
1320.0	146.92559376423554
1340.0	144.85783784191304
1360.0	148.23624521902477
1380.0	147.7840840331541
1400.0	147.70125499474844
1420.0	146.07845848833696
1440.0	147.07067392666656
1460.0	147.90897676150593
1480.0	147.87077315270508
1500.0	146.10747052343172
1520.0	147.17125323668702
1540.0	146.43564357495157
1560.0	147.38961886930733
1580.0	146.54332686494928
1600.0	147.0047266055767
1620.0	147.96383843227005
1640.0	147.87052505806088
1660.0	146.19476880372585
1680.0	147.56409918403105
1700.0	147.02288199687834
1720.0	145.84378892263737
1740.0	146.88529520505003
1760.0	146.36567207068106
1780.0	147.23819152186576
1800.0	148.99624694690894
1820.0	147.19976641554987
1840.0	148.52348114715733
