mu_r	b
0.0	10.0
200.0	12.0
400.0	11.0
600.0	12.0
800.0	12.0
1000.0	13.0
1200.0	12.0
1400.0	12.0
1600.0	13.0
1800.0	13.0
2000.0	12.0
2200.0	13.0
2400.0	13.0
mu_r	b
2600.0	13.0
2800.0	13.0
3000.0	14.0
3200.0	13.0
3400.0	14.0
3600.0	14.0
3800.0	12.0
4000.0	14.0
4200.0	14.0
4400.0	14.0
4600.0	14.0
4800.0	14.0
