mu_r	val
4000.0	148.04142703879785
4020.0	147.99359992683142
4040.0	147.69545511241463
4060.0	147.9011174048229
4080.0	147.84253122283917
4100.0	148.3473121144462
4120.0	147.9245012281366
4140.0	148.20399237818677
4160.0	147.21281820168397
4180.0	148.49662918696302
4200.0	147.80175766361458
4220.0	148.24953100169267
4240.0	147.405871090115
4260.0	147.72499345343496
4280.0	147.08117881855887
4300.0	147.66293990221806
4320.0	147.3759378515275
4340.0	147.96939054800035
4360.0	147.49464406411798
4380.0	147.8129227368321
4400.0	147.6025873745588
4420.0	147.41593684660717
4440.0	147.2628863766962
4460.0	147.35156751223758
4480.0	147.59070280401025
4500.0	147.39509819049633
4520.0	147.69898564197385
