mu_r	val
4999.0	146.44496437667422
4999.01	146.25552667808918
4999.02	146.59547452372306
4999.030000000001	146.54743203856046
4999.040000000001	145.78879077870224
4999.050000000001	147.17566235846328
4999.060000000001	145.99273208913175
4999.0700000000015	146.8148241977935
4999.080000000002	146.40543413636675
4999.090000000002	146.6452977881432
4999.100000000002	145.94101925499214
4999.110000000002	145.54548720649595
4999.120000000003	146.01605509228236
4999.130000000003	146.1556546203908
4999.140000000003	145.65255359805678
4999.150000000003	145.9945049803431
4999.1600000000035	146.3747019684772
4999.170000000004	146.22808792358242
4999.180000000004	146.1152339469673
4999.190000000004	146.3933873487832
4999.200000000004	146.4171881093447
4999.210000000005	146.234110084505
4999.220000000005	146.1168972764138
4999.230000000005	145.81062637372196
4999.240000000005	146.4857546784945
4999.2500000000055	146.02217788962332
4999.260000000006	145.45193459246613
4999.270000000006	145.7868785824712
4999.280000000006	145.7549110885291
4999.290000000006	146.1025072327092
4999.300000000007	146.11528101419535
4999.310000000007	145.68836271853868
4999.320000000007	146.01117387730454
4999.330000000007	145.73383888417524
4999.340000000007	146.26962414361398
4999.350000000008	146.2859299999774
4999.360000000008	146.30608044136076
4999.370000000008	145.64760091622207
4999.380000000008	146.09924783561453
4999.3900000000085	144.8427308960646
4999.400000000009	146.46316773289786
4999.410000000009	145.89563396806776
4999.420000000009	146.65667530361046
4999.430000000009	144.9902891475287
4999.44000000001	146.2703501817872
4999.45000000001	146.1914303178085
4999.46000000001	147.97877400732926
4999.47000000001	147.02610813114617
4999.4800000000105	145.17745442637667
4999.490000000011	145.29610859624972
4999.500000000011	145.54165048439697
4999.510000000011	145.45388031296494
4999.520000000011	145.59966504204945
4999.530000000012	146.06513363584358
4999.540000000012	146.24236658403748
4999.550000000012	145.5557371548072
4999.560000000012	145.882637841438
4999.570000000012	146.04456677209384
4999.580000000013	145.88118869518888
4999.590000000013	146.07980438707116
4999.600000000013	146.402262918645
4999.610000000013	146.31794589373789
4999.6200000000135	146.46512492090952
4999.630000000014	145.77685939032597
4999.640000000014	146.06451901011192
4999.650000000014	145.13859269946877
4999.660000000014	146.3077476271061
4999.670000000015	145.939850341902
4999.680000000015	146.18171522256324
4999.690000000015	146.15541618455958
4999.700000000015	146.26419036718988
4999.7100000000155	146.41472030055493
4999.720000000016	146.3020752226641
4999.730000000016	146.2418127473475
4999.740000000016	145.65285500243016
4999.750000000016	146.50610082716767
4999.760000000017	145.87275295955536
4999.770000000017	145.95580690571524
4999.780000000017	146.70561391416777
4999.790000000017	146.76559443525423
4999.8000000000175	146.38993363486347
4999.810000000018	146.60688040290458
4999.820000000018	145.71044441562321
4999.830000000018	145.9522870329317
4999.840000000018	145.6789024821217
4999.850000000019	146.12060778917038
4999.860000000019	145.6968765285261
4999.870000000019	146.6614043281991
4999.880000000019	145.73861863233307
4999.890000000019	146.08596342409734
4999.90000000002	146.32303321603592
4999.91000000002	146.49564729549752
4999.92000000002	145.96849882023199
4999.93000000002	146.06184858090435
4999.9400000000205	145.49691693881795
4999.950000000021	145.53811486294265
4999.960000000021	147.58026831783687
4999.970000000021	145.6806744686901
4999.980000000021	146.48913264375756
4999.990000000022	147.47113278449393
