mu_r	val
0.0	53.25124220632834
100.0	55.50485552218356
200.0	55.36244772806627
300.0	55.20742105533541
400.0	56.37383731594825
500.0	55.84049850774297
600.0	55.37977011949105
700.0	55.350495502605646
800.0	55.656829958356525
900.0	55.98835836208186
1000.0	55.92810023301597
1100.0	55.243116943843674
1200.0	55.761533800801296
1300.0	55.31337109509819
1400.0	55.72008328889113
1500.0	55.63883480933582
1600.0	55.30926947318807
1700.0	55.80759374744658
1800.0	55.14260869176464
1900.0	55.53134993429198
2000.0	55.17465086195517
2100.0	55.3880783801698
2200.0	55.750977017730506
2300.0	55.44153210052298
2400.0	55.698979020524334
2500.0	55.48121313083983
2600.0	55.65364539587934
2700.0	55.88780728690796
2800.0	55.187734357322746
2900.0	56.03765550494946
3000.0	55.84505157180534
3100.0	55.77911922169811
3200.0	55.8930506652488
3300.0	55.84103776700304
3400.0	55.669994684662655
3500.0	55.58382162068692
3600.0	55.435707342210584
3700.0	55.38903896983662
3800.0	55.69904951672642
3900.0	55.64138306564288
4000.0	55.7772560363235
4100.0	55.54975612322712
4200.0	55.23419266793975
4300.0	55.32234129162738
4400.0	55.60686035146487
4500.0	55.50299702445909
4600.0	55.15769564686243
4700.0	55.39524194340787
4800.0	55.02196731543476
4900.0	55.619390230009934
5000.0	55.281515419591656
